Array riordinato: 
Elemento 4452: 6.88629
Elemento 4453: 6.88657
Elemento 4454: 6.88677
Elemento 4455: 6.88701
Elemento 4456: 6.88735
Elemento 4457: 6.88736
Elemento 4458: 6.88746
Elemento 4459: 6.88827
Elemento 4460: 6.88831
Elemento 4461: 6.8888
Elemento 4462: 6.88916
Elemento 4463: 6.88936
Elemento 4464: 6.8895
Elemento 4465: 6.88962
Elemento 4466: 6.88968
Elemento 4467: 6.88981
Elemento 4468: 6.89016
Elemento 4469: 6.89017
Elemento 4470: 6.89026
Elemento 4471: 6.89044
Elemento 4472: 6.89084
Elemento 4473: 6.89131
Elemento 4474: 6.89146
Elemento 4475: 6.89149
Elemento 4476: 6.89166
Elemento 4477: 6.89197
Elemento 4478: 6.89203
Elemento 4479: 6.89208
Elemento 4480: 6.89214
Elemento 4481: 6.89258
Elemento 4482: 6.89259
Elemento 4483: 6.89259
Elemento 4484: 6.89297
Elemento 4485: 6.89329
Elemento 4486: 6.89334
Elemento 4487: 6.89336
Elemento 4488: 6.89349
Elemento 4489: 6.89367
Elemento 4490: 6.89393
Elemento 4491: 6.894
Elemento 4492: 6.8941
Elemento 4493: 6.89439
Elemento 4494: 6.89446
Elemento 4495: 6.89453
Elemento 4496: 6.89479
Elemento 4497: 6.89492
Elemento 4498: 6.89582
Elemento 4499: 6.89583
Elemento 4500: 6.8961
Elemento 4501: 6.89629
Elemento 4502: 6.89754
Elemento 4503: 6.8977
Elemento 4504: 6.8977
Elemento 4505: 6.89794
Elemento 4506: 6.89826
Elemento 4507: 6.89836
Elemento 4508: 6.89837
Elemento 4509: 6.89839
Elemento 4510: 6.89896
Elemento 4511: 6.89941
Elemento 4512: 6.89954
Elemento 4513: 6.89961
Elemento 4514: 6.89973
Elemento 4515: 6.9
Elemento 4516: 6.90005
Elemento 4517: 6.90006
Elemento 4518: 6.90057
Elemento 4519: 6.90058
Elemento 4520: 6.90064
Elemento 4521: 6.90073
Elemento 4522: 6.90119
Elemento 4523: 6.90225
Elemento 4524: 6.90247
Elemento 4525: 6.90253
Elemento 4526: 6.90273
Elemento 4527: 6.9029
Elemento 4528: 6.90323
Elemento 4529: 6.90327
Elemento 4530: 6.90331
Elemento 4531: 6.90347
Elemento 4532: 6.9035
Elemento 4533: 6.90363
Elemento 4534: 6.90399
Elemento 4535: 6.90411
Elemento 4536: 6.90415
Elemento 4537: 6.90438
Elemento 4538: 6.90508
Elemento 4539: 6.90509
Elemento 4540: 6.90544
Elemento 4541: 6.90567
Elemento 4542: 6.90605
Elemento 4543: 6.90642
Elemento 4544: 6.90649
Elemento 4545: 6.90654
Elemento 4546: 6.90678
Elemento 4547: 6.90691
Elemento 4548: 6.90723
Elemento 4549: 6.90728
Elemento 4550: 6.90733
Elemento 4551: 6.90751
Elemento 4552: 6.90755
Elemento 4553: 6.90767
Elemento 4554: 6.90769
Elemento 4555: 6.9077
Elemento 4556: 6.90771
Elemento 4557: 6.90777
Elemento 4558: 6.90838
Elemento 4559: 6.90856
Elemento 4560: 6.90891
Elemento 4561: 6.9093
Elemento 4562: 6.90988
Elemento 4563: 6.90998
Elemento 4564: 6.91005
Elemento 4565: 6.91011
Elemento 4566: 6.91032
Elemento 4567: 6.91042
Elemento 4568: 6.91046
Elemento 4569: 6.91067
Elemento 4570: 6.91075
Elemento 4571: 6.91201
Elemento 4572: 6.91216
Elemento 4573: 6.9123
Elemento 4574: 6.91235
Elemento 4575: 6.91238
Elemento 4576: 6.91243
Elemento 4577: 6.91293
Elemento 4578: 6.9131
Elemento 4579: 6.91316
Elemento 4580: 6.91331
Elemento 4581: 6.91353
Elemento 4582: 6.91404
Elemento 4583: 6.91406
Elemento 4584: 6.9141
Elemento 4585: 6.91436
Elemento 4586: 6.91436
Elemento 4587: 6.91456
Elemento 4588: 6.9146
Elemento 4589: 6.91495
Elemento 4590: 6.91496
Elemento 4591: 6.91515
Elemento 4592: 6.9153
Elemento 4593: 6.91547
Elemento 4594: 6.91552
Elemento 4595: 6.91557
Elemento 4596: 6.91601
Elemento 4597: 6.91642
Elemento 4598: 6.91701
Elemento 4599: 6.91715
Elemento 4600: 6.91753
Elemento 4601: 6.91775
Elemento 4602: 6.91808
Elemento 4603: 6.91827
Elemento 4604: 6.91839
Elemento 4605: 6.91849
Elemento 4606: 6.91859
Elemento 4607: 6.91859
Elemento 4608: 6.91861
Elemento 4609: 6.919
Elemento 4610: 6.91909
Elemento 4611: 6.91952
Elemento 4612: 6.91961
Elemento 4613: 6.91968
Elemento 4614: 6.91979
Elemento 4615: 6.91984
Elemento 4616: 6.92021
Elemento 4617: 6.92064
Elemento 4618: 6.921
Elemento 4619: 6.92108
Elemento 4620: 6.92121
Elemento 4621: 6.92131
Elemento 4622: 6.92159
Elemento 4623: 6.9218
Elemento 4624: 6.92189
Elemento 4625: 6.92198
Elemento 4626: 6.92203
Elemento 4627: 6.92205
Elemento 4628: 6.92231
Elemento 4629: 6.92237
Elemento 4630: 6.92274
Elemento 4631: 6.92276
Elemento 4632: 6.92287
Elemento 4633: 6.92319
Elemento 4634: 6.92339
Elemento 4635: 6.92342
Elemento 4636: 6.92369
Elemento 4637: 6.92373
Elemento 4638: 6.92377
Elemento 4639: 6.92407
Elemento 4640: 6.92408
Elemento 4641: 6.92411
Elemento 4642: 6.92412
Elemento 4643: 6.92445
Elemento 4644: 6.92451
Elemento 4645: 6.92455
Elemento 4646: 6.92456
Elemento 4647: 6.92457
Elemento 4648: 6.92481
Elemento 4649: 6.92485
Elemento 4650: 6.92487
Elemento 4651: 6.92494
Elemento 4652: 6.92509
Elemento 4653: 6.92522
Elemento 4654: 6.92548
Elemento 4655: 6.92549
Elemento 4656: 6.92553
Elemento 4657: 6.92554
Elemento 4658: 6.92561
Elemento 4659: 6.92562
Elemento 4660: 6.92586
Elemento 4661: 6.92643
Elemento 4662: 6.92656
Elemento 4663: 6.92706
Elemento 4664: 6.92708
Elemento 4665: 6.92725
Elemento 4666: 6.92748
Elemento 4667: 6.92768
Elemento 4668: 6.9277
Elemento 4669: 6.92794
Elemento 4670: 6.92808
Elemento 4671: 6.92828
Elemento 4672: 6.92871
Elemento 4673: 6.92918
Elemento 4674: 6.92958
Elemento 4675: 6.93026
Elemento 4676: 6.93043
Elemento 4677: 6.93046
Elemento 4678: 6.93063
Elemento 4679: 6.93106
Elemento 4680: 6.93161
Elemento 4681: 6.93169
Elemento 4682: 6.93173
Elemento 4683: 6.93174
Elemento 4684: 6.93195
Elemento 4685: 6.93198
Elemento 4686: 6.9324
Elemento 4687: 6.93299
Elemento 4688: 6.93342
Elemento 4689: 6.93363
Elemento 4690: 6.93373
Elemento 4691: 6.93389
Elemento 4692: 6.93391
Elemento 4693: 6.93434
Elemento 4694: 6.93436
Elemento 4695: 6.93457
Elemento 4696: 6.93474
Elemento 4697: 6.93498
Elemento 4698: 6.9351
Elemento 4699: 6.93518
Elemento 4700: 6.93602
Elemento 4701: 6.93685
Elemento 4702: 6.93702
Elemento 4703: 6.93707
Elemento 4704: 6.93716
Elemento 4705: 6.93732
Elemento 4706: 6.93766
Elemento 4707: 6.93787
Elemento 4708: 6.93811
Elemento 4709: 6.9386
Elemento 4710: 6.93864
Elemento 4711: 6.93908
Elemento 4712: 6.94006
Elemento 4713: 6.94017
Elemento 4714: 6.9406
Elemento 4715: 6.94078
Elemento 4716: 6.94159
Elemento 4717: 6.94167
Elemento 4718: 6.94198
Elemento 4719: 6.94229
Elemento 4720: 6.94298
Elemento 4721: 6.94305
Elemento 4722: 6.9433
Elemento 4723: 6.94374
Elemento 4724: 6.94389
Elemento 4725: 6.94407
Elemento 4726: 6.9442
Elemento 4727: 6.94444
Elemento 4728: 6.94473
Elemento 4729: 6.94514
Elemento 4730: 6.94515
Elemento 4731: 6.94529
Elemento 4732: 6.9453
Elemento 4733: 6.9458
Elemento 4734: 6.94589
Elemento 4735: 6.94596
Elemento 4736: 6.94657
Elemento 4737: 6.94667
Elemento 4738: 6.94678
Elemento 4739: 6.94681
Elemento 4740: 6.94708
Elemento 4741: 6.94758
Elemento 4742: 6.94771
Elemento 4743: 6.94793
Elemento 4744: 6.9484
Elemento 4745: 6.94898
Elemento 4746: 6.9491
Elemento 4747: 6.94927
Elemento 4748: 6.94951
Elemento 4749: 6.94996
Elemento 4750: 6.95003
Elemento 4751: 6.95053
Elemento 4752: 6.95066
Elemento 4753: 6.95099
Elemento 4754: 6.9511
Elemento 4755: 6.95141
Elemento 4756: 6.95243
Elemento 4757: 6.95259
Elemento 4758: 6.95266
Elemento 4759: 6.95277
Elemento 4760: 6.95281
Elemento 4761: 6.95334
Elemento 4762: 6.95336
Elemento 4763: 6.95374
Elemento 4764: 6.95431
Elemento 4765: 6.95433
Elemento 4766: 6.95459
Elemento 4767: 6.9546
Elemento 4768: 6.95497
Elemento 4769: 6.95529
Elemento 4770: 6.95567
Elemento 4771: 6.95608
Elemento 4772: 6.95613
Elemento 4773: 6.95618
Elemento 4774: 6.95624
Elemento 4775: 6.95655
Elemento 4776: 6.95655
Elemento 4777: 6.95674
Elemento 4778: 6.95703
Elemento 4779: 6.95715
Elemento 4780: 6.95724
Elemento 4781: 6.95745
Elemento 4782: 6.95793
Elemento 4783: 6.95805
Elemento 4784: 6.95821
Elemento 4785: 6.95824
Elemento 4786: 6.9583
Elemento 4787: 6.95892
Elemento 4788: 6.95953
Elemento 4789: 6.95955
Elemento 4790: 6.95966
Elemento 4791: 6.95998
Elemento 4792: 6.96019
Elemento 4793: 6.96064
Elemento 4794: 6.96077
Elemento 4795: 6.96078
Elemento 4796: 6.96083
Elemento 4797: 6.96137
Elemento 4798: 6.96138
Elemento 4799: 6.96159
Elemento 4800: 6.96159
Elemento 4801: 6.96181
Elemento 4802: 6.962
Elemento 4803: 6.96203
Elemento 4804: 6.96209
Elemento 4805: 6.96217
Elemento 4806: 6.96257
Elemento 4807: 6.96271
Elemento 4808: 6.96292
Elemento 4809: 6.96313
Elemento 4810: 6.96317
Elemento 4811: 6.96318
Elemento 4812: 6.96324
Elemento 4813: 6.9634
Elemento 4814: 6.96353
Elemento 4815: 6.96367
Elemento 4816: 6.96455
Elemento 4817: 6.96504
Elemento 4818: 6.96539
Elemento 4819: 6.96545
Elemento 4820: 6.96556
Elemento 4821: 6.96563
Elemento 4822: 6.96565
Elemento 4823: 6.96573
Elemento 4824: 6.96619
Elemento 4825: 6.96623
Elemento 4826: 6.96631
Elemento 4827: 6.96691
Elemento 4828: 6.96706
Elemento 4829: 6.96755
Elemento 4830: 6.96761
Elemento 4831: 6.96777
Elemento 4832: 6.96803
Elemento 4833: 6.96816
Elemento 4834: 6.96827
Elemento 4835: 6.96856
Elemento 4836: 6.96922
Elemento 4837: 6.96925
Elemento 4838: 6.96943
Elemento 4839: 6.96948
Elemento 4840: 6.96952
Elemento 4841: 6.96957
Elemento 4842: 6.96963
Elemento 4843: 6.96969
Elemento 4844: 6.96973
Elemento 4845: 6.97082
Elemento 4846: 6.97084
Elemento 4847: 6.97101
Elemento 4848: 6.97102
Elemento 4849: 6.97222
Elemento 4850: 6.97242
Elemento 4851: 6.97251
Elemento 4852: 6.9733
Elemento 4853: 6.97377
Elemento 4854: 6.97384
Elemento 4855: 6.97399
Elemento 4856: 6.9741
Elemento 4857: 6.9742
Elemento 4858: 6.97496
Elemento 4859: 6.97505
Elemento 4860: 6.97512
Elemento 4861: 6.97573
Elemento 4862: 6.97593
Elemento 4863: 6.97605
Elemento 4864: 6.97642
Elemento 4865: 6.97711
Elemento 4866: 6.97717
Elemento 4867: 6.97754
Elemento 4868: 6.97786
Elemento 4869: 6.97795
Elemento 4870: 6.97807
Elemento 4871: 6.97819
Elemento 4872: 6.97831
Elemento 4873: 6.97835
Elemento 4874: 6.97852
Elemento 4875: 6.97893
Elemento 4876: 6.97899
Elemento 4877: 6.97904
Elemento 4878: 6.97912
Elemento 4879: 6.97945
Elemento 4880: 6.97947
Elemento 4881: 6.97977
Elemento 4882: 6.97988
Elemento 4883: 6.97995
Elemento 4884: 6.97999
Elemento 4885: 6.9802
Elemento 4886: 6.98024
Elemento 4887: 6.98068
Elemento 4888: 6.98084
Elemento 4889: 6.98088
Elemento 4890: 6.98144
Elemento 4891: 6.98148
Elemento 4892: 6.98182
Elemento 4893: 6.9819
Elemento 4894: 6.9822
Elemento 4895: 6.98229
Elemento 4896: 6.98255
Elemento 4897: 6.98299
Elemento 4898: 6.98306
Elemento 4899: 6.98311
Elemento 4900: 6.98321
Elemento 4901: 6.98342
Elemento 4902: 6.98384
Elemento 4903: 6.9843
Elemento 4904: 6.98456
Elemento 4905: 6.98516
Elemento 4906: 6.98526
Elemento 4907: 6.98553
Elemento 4908: 6.98586
Elemento 4909: 6.98593
Elemento 4910: 6.98621
Elemento 4911: 6.98644
Elemento 4912: 6.98689
Elemento 4913: 6.98709
Elemento 4914: 6.98712
Elemento 4915: 6.9874
Elemento 4916: 6.98742
Elemento 4917: 6.98861
Elemento 4918: 6.98871
Elemento 4919: 6.98887
Elemento 4920: 6.98923
Elemento 4921: 6.98951
Elemento 4922: 6.98987
Elemento 4923: 6.99002
Elemento 4924: 6.99005
Elemento 4925: 6.99027
Elemento 4926: 6.99032
Elemento 4927: 6.99044
Elemento 4928: 6.99065
Elemento 4929: 6.99067
Elemento 4930: 6.99087
Elemento 4931: 6.99094
Elemento 4932: 6.99104
Elemento 4933: 6.9916
Elemento 4934: 6.99218
Elemento 4935: 6.99224
Elemento 4936: 6.9926
Elemento 4937: 6.99272
Elemento 4938: 6.99308
Elemento 4939: 6.99312
Elemento 4940: 6.99352
Elemento 4941: 6.99396
Elemento 4942: 6.994
Elemento 4943: 6.99406
Elemento 4944: 6.99424
Elemento 4945: 6.99426
Elemento 4946: 6.99441
Elemento 4947: 6.99447
Elemento 4948: 6.99583
Elemento 4949: 6.99588
Elemento 4950: 6.99617
Elemento 4951: 6.99638
Elemento 4952: 6.99688
Elemento 4953: 6.99705
Elemento 4954: 6.99714
Elemento 4955: 6.99748
Elemento 4956: 6.99776
Elemento 4957: 6.99802
Elemento 4958: 6.99807
Elemento 4959: 6.99808
Elemento 4960: 6.99812
Elemento 4961: 6.99842
Elemento 4962: 6.9988
Elemento 4963: 6.99963
Elemento 4964: 6.99964
Elemento 4965: 6.99978
Elemento 4966: 6.99985
Elemento 4967: 6.99992
Elemento 4968: 7.00011
Elemento 4969: 7.0002
Elemento 4970: 7.00027
Elemento 4971: 7.00029
Elemento 4972: 7.00045
Elemento 4973: 7.0006
Elemento 4974: 7.00074
Elemento 4975: 7.00082
Elemento 4976: 7.00091
Elemento 4977: 7.00128
Elemento 4978: 7.00136
Elemento 4979: 7.00178
Elemento 4980: 7.00199
Elemento 4981: 7.002
Elemento 4982: 7.00205
Elemento 4983: 7.00269
Elemento 4984: 7.00286
Elemento 4985: 7.00289
Elemento 4986: 7.00292
Elemento 4987: 7.00293
Elemento 4988: 7.00314
Elemento 4989: 7.00316
Elemento 4990: 7.00326
Elemento 4991: 7.00328
Elemento 4992: 7.00341
Elemento 4993: 7.00342
Elemento 4994: 7.00362
Elemento 4995: 7.00366
Elemento 4996: 7.00367
Elemento 4997: 7.00387
Elemento 4998: 7.00396
Elemento 4999: 7.0041
Elemento 5000: 7.00421
Elemento 5001: 7.00473
Elemento 5002: 7.00487
Elemento 5003: 7.00489
Elemento 5004: 7.00497
Elemento 5005: 7.00508
Elemento 5006: 7.00518
Elemento 5007: 7.00533
Elemento 5008: 7.00577
Elemento 5009: 7.00593
Elemento 5010: 7.00599
Elemento 5011: 7.00614
Elemento 5012: 7.00632
Elemento 5013: 7.00633
Elemento 5014: 7.00637
Elemento 5015: 7.00642
Elemento 5016: 7.00656
Elemento 5017: 7.00663
Elemento 5018: 7.00665
Elemento 5019: 7.00684
Elemento 5020: 7.00761
Elemento 5021: 7.00791
Elemento 5022: 7.00792
Elemento 5023: 7.00797
Elemento 5024: 7.00799
Elemento 5025: 7.00818
Elemento 5026: 7.00827
Elemento 5027: 7.00843
Elemento 5028: 7.00853
Elemento 5029: 7.00854
Elemento 5030: 7.00864
Elemento 5031: 7.00872
Elemento 5032: 7.00881
Elemento 5033: 7.00905
Elemento 5034: 7.00921
Elemento 5035: 7.0096
Elemento 5036: 7.00968
Elemento 5037: 7.00979
Elemento 5038: 7.00987
Elemento 5039: 7.00996
Elemento 5040: 7.00999
Elemento 5041: 7.0106
Elemento 5042: 7.01089
Elemento 5043: 7.01119
Elemento 5044: 7.01126
Elemento 5045: 7.01136
Elemento 5046: 7.01138
Elemento 5047: 7.01139
Elemento 5048: 7.0117
Elemento 5049: 7.01203
Elemento 5050: 7.01256
Elemento 5051: 7.01261
Elemento 5052: 7.01269
Elemento 5053: 7.01285
Elemento 5054: 7.01302
Elemento 5055: 7.01343
Elemento 5056: 7.01359
Elemento 5057: 7.01366
Elemento 5058: 7.01369
Elemento 5059: 7.01425
Elemento 5060: 7.01449
Elemento 5061: 7.01471
Elemento 5062: 7.01503
Elemento 5063: 7.01528
Elemento 5064: 7.01575
Elemento 5065: 7.01579
Elemento 5066: 7.01587
Elemento 5067: 7.01603
Elemento 5068: 7.01654
Elemento 5069: 7.01673
Elemento 5070: 7.01709
Elemento 5071: 7.0172
Elemento 5072: 7.01739
Elemento 5073: 7.01756
Elemento 5074: 7.01786
Elemento 5075: 7.01797
Elemento 5076: 7.01801
Elemento 5077: 7.0181
Elemento 5078: 7.01814
Elemento 5079: 7.01837
Elemento 5080: 7.01838
Elemento 5081: 7.01868
Elemento 5082: 7.01911
Elemento 5083: 7.01921
Elemento 5084: 7.01925
Elemento 5085: 7.01942
Elemento 5086: 7.01947
Elemento 5087: 7.01954
Elemento 5088: 7.01959
Elemento 5089: 7.01988
Elemento 5090: 7.01993
Elemento 5091: 7.02013
Elemento 5092: 7.02031
Elemento 5093: 7.02049
Elemento 5094: 7.02072
Elemento 5095: 7.02132
Elemento 5096: 7.02133
Elemento 5097: 7.02149
Elemento 5098: 7.02204
Elemento 5099: 7.02217
Elemento 5100: 7.02223
Elemento 5101: 7.0223
Elemento 5102: 7.02285
Elemento 5103: 7.02296
Elemento 5104: 7.023
Elemento 5105: 7.02355
Elemento 5106: 7.02365
Elemento 5107: 7.02368
Elemento 5108: 7.02374
Elemento 5109: 7.02381
Elemento 5110: 7.02386
Elemento 5111: 7.02397
Elemento 5112: 7.02398
Elemento 5113: 7.02421
Elemento 5114: 7.02456
Elemento 5115: 7.02465
Elemento 5116: 7.02475
Elemento 5117: 7.02508
Elemento 5118: 7.02512
Elemento 5119: 7.02531
Elemento 5120: 7.02574
Elemento 5121: 7.02578
Elemento 5122: 7.02596
Elemento 5123: 7.02605
Elemento 5124: 7.02612
Elemento 5125: 7.02614
Elemento 5126: 7.02619
Elemento 5127: 7.02692
Elemento 5128: 7.02695
Elemento 5129: 7.02702
Elemento 5130: 7.02796
Elemento 5131: 7.02827
Elemento 5132: 7.02846
Elemento 5133: 7.0286
Elemento 5134: 7.02866
Elemento 5135: 7.029
Elemento 5136: 7.02907
Elemento 5137: 7.02912
Elemento 5138: 7.0293
Elemento 5139: 7.02949
Elemento 5140: 7.02961
Elemento 5141: 7.02966
Elemento 5142: 7.03025
Elemento 5143: 7.03035
Elemento 5144: 7.03052
Elemento 5145: 7.03074
Elemento 5146: 7.03097
Elemento 5147: 7.03101
Elemento 5148: 7.03123
Elemento 5149: 7.03136
Elemento 5150: 7.03188
Elemento 5151: 7.03209
Elemento 5152: 7.0321
Elemento 5153: 7.03219
Elemento 5154: 7.03235
Elemento 5155: 7.03242
Elemento 5156: 7.03243
Elemento 5157: 7.03303
Elemento 5158: 7.03305
Elemento 5159: 7.0331
Elemento 5160: 7.03316
Elemento 5161: 7.03382
Elemento 5162: 7.03382
Elemento 5163: 7.03433
Elemento 5164: 7.03442
Elemento 5165: 7.03461
Elemento 5166: 7.03464
Elemento 5167: 7.03509
Elemento 5168: 7.03536
Elemento 5169: 7.03542
Elemento 5170: 7.03548
Elemento 5171: 7.03555
Elemento 5172: 7.03559
Elemento 5173: 7.0356
Elemento 5174: 7.03561
Elemento 5175: 7.03583
Elemento 5176: 7.03592
Elemento 5177: 7.03622
Elemento 5178: 7.03628
Elemento 5179: 7.03629
Elemento 5180: 7.03636
Elemento 5181: 7.0367
Elemento 5182: 7.03676
Elemento 5183: 7.03689
Elemento 5184: 7.03698
Elemento 5185: 7.03711
Elemento 5186: 7.03746
Elemento 5187: 7.03768
Elemento 5188: 7.03813
Elemento 5189: 7.03824
Elemento 5190: 7.03825
Elemento 5191: 7.03827
Elemento 5192: 7.03834
Elemento 5193: 7.03837
Elemento 5194: 7.03921
Elemento 5195: 7.03965
Elemento 5196: 7.04029
Elemento 5197: 7.04055
Elemento 5198: 7.04066
Elemento 5199: 7.04148
Elemento 5200: 7.04163
Elemento 5201: 7.04209
Elemento 5202: 7.04218
Elemento 5203: 7.04224
Elemento 5204: 7.04227
Elemento 5205: 7.04269
Elemento 5206: 7.04273
Elemento 5207: 7.04304
Elemento 5208: 7.04325
Elemento 5209: 7.04359
Elemento 5210: 7.04372
Elemento 5211: 7.04395
Elemento 5212: 7.0446
Elemento 5213: 7.04468
Elemento 5214: 7.0449
Elemento 5215: 7.04563
Elemento 5216: 7.04568
Elemento 5217: 7.04593
Elemento 5218: 7.04618
Elemento 5219: 7.04654
Elemento 5220: 7.04674
Elemento 5221: 7.04692
Elemento 5222: 7.04718
Elemento 5223: 7.04731
Elemento 5224: 7.04738
Elemento 5225: 7.04775
Elemento 5226: 7.04788
Elemento 5227: 7.04801
Elemento 5228: 7.04816
Elemento 5229: 7.04855
Elemento 5230: 7.04885
Elemento 5231: 7.04897
Elemento 5232: 7.04925
Elemento 5233: 7.04927
Elemento 5234: 7.0498
Elemento 5235: 7.04987
Elemento 5236: 7.05006
Elemento 5237: 7.05077
Elemento 5238: 7.05121
Elemento 5239: 7.05134
Elemento 5240: 7.05155
Elemento 5241: 7.05158
Elemento 5242: 7.05194
Elemento 5243: 7.05201
Elemento 5244: 7.05204
Elemento 5245: 7.05227
Elemento 5246: 7.05245
Elemento 5247: 7.05262
Elemento 5248: 7.05308
Elemento 5249: 7.05308
Elemento 5250: 7.05316
Elemento 5251: 7.0534
Elemento 5252: 7.05353
Elemento 5253: 7.05361
Elemento 5254: 7.05368
Elemento 5255: 7.05393
Elemento 5256: 7.05398
Elemento 5257: 7.05407
Elemento 5258: 7.05419
Elemento 5259: 7.05451
Elemento 5260: 7.05484
Elemento 5261: 7.05498
Elemento 5262: 7.05511
Elemento 5263: 7.05524
Elemento 5264: 7.05549
Elemento 5265: 7.05554
Elemento 5266: 7.05557
Elemento 5267: 7.05616
Elemento 5268: 7.05617
Elemento 5269: 7.05642
Elemento 5270: 7.05652
Elemento 5271: 7.05666
Elemento 5272: 7.05667
Elemento 5273: 7.05671
Elemento 5274: 7.05687
Elemento 5275: 7.05689
Elemento 5276: 7.05739
Elemento 5277: 7.0575
Elemento 5278: 7.05757
Elemento 5279: 7.05758
Elemento 5280: 7.05765
Elemento 5281: 7.05812
Elemento 5282: 7.05821
Elemento 5283: 7.05856
Elemento 5284: 7.05891
Elemento 5285: 7.05908
Elemento 5286: 7.05912
Elemento 5287: 7.05943
Elemento 5288: 7.05997
Elemento 5289: 7.05998
Elemento 5290: 7.06076
Elemento 5291: 7.06095
Elemento 5292: 7.06096
Elemento 5293: 7.06098
Elemento 5294: 7.06173
Elemento 5295: 7.06224
Elemento 5296: 7.06236
Elemento 5297: 7.06236
Elemento 5298: 7.06314
Elemento 5299: 7.06334
Elemento 5300: 7.06336
Elemento 5301: 7.06375
Elemento 5302: 7.06385
Elemento 5303: 7.06431
Elemento 5304: 7.06433
Elemento 5305: 7.0644
Elemento 5306: 7.06448
Elemento 5307: 7.06449
Elemento 5308: 7.06469
Elemento 5309: 7.06565
Elemento 5310: 7.06572
Elemento 5311: 7.0659
Elemento 5312: 7.06625
Elemento 5313: 7.06772
Elemento 5314: 7.06783
Elemento 5315: 7.06788
Elemento 5316: 7.06798
Elemento 5317: 7.06811
Elemento 5318: 7.06816
Elemento 5319: 7.06835
Elemento 5320: 7.06844
Elemento 5321: 7.06844
Elemento 5322: 7.0685
Elemento 5323: 7.06856
Elemento 5324: 7.06871
Elemento 5325: 7.0688
Elemento 5326: 7.06893
Elemento 5327: 7.06909
Elemento 5328: 7.06929
Elemento 5329: 7.06932
Elemento 5330: 7.06944
Elemento 5331: 7.06955
Elemento 5332: 7.06995
Elemento 5333: 7.07016
Elemento 5334: 7.07054
Elemento 5335: 7.07056
Elemento 5336: 7.07065
Elemento 5337: 7.07078
Elemento 5338: 7.07089
Elemento 5339: 7.07102
Elemento 5340: 7.07109
Elemento 5341: 7.07131
Elemento 5342: 7.07134
Elemento 5343: 7.07154
Elemento 5344: 7.07188
Elemento 5345: 7.0722
Elemento 5346: 7.07234
Elemento 5347: 7.07241
Elemento 5348: 7.07277
Elemento 5349: 7.07278
Elemento 5350: 7.0729
Elemento 5351: 7.07301
Elemento 5352: 7.07323
Elemento 5353: 7.07335
Elemento 5354: 7.07374
Elemento 5355: 7.07393
Elemento 5356: 7.07483
Elemento 5357: 7.07486
Elemento 5358: 7.07505
Elemento 5359: 7.0751
Elemento 5360: 7.07515
Elemento 5361: 7.07568
Elemento 5362: 7.07584
Elemento 5363: 7.07605
Elemento 5364: 7.07606
Elemento 5365: 7.07614
Elemento 5366: 7.07623
Elemento 5367: 7.07623
Elemento 5368: 7.07643
Elemento 5369: 7.07645
Elemento 5370: 7.07657
Elemento 5371: 7.07662
Elemento 5372: 7.07701
Elemento 5373: 7.07746
Elemento 5374: 7.07774
Elemento 5375: 7.07776
Elemento 5376: 7.07792
Elemento 5377: 7.078
Elemento 5378: 7.07803
Elemento 5379: 7.07812
Elemento 5380: 7.07818
Elemento 5381: 7.07847
Elemento 5382: 7.07892
Elemento 5383: 7.07898
Elemento 5384: 7.07955
Elemento 5385: 7.07963
Elemento 5386: 7.07967
Elemento 5387: 7.07997
Elemento 5388: 7.08051
Elemento 5389: 7.08056
Elemento 5390: 7.0806
Elemento 5391: 7.08062
Elemento 5392: 7.08099
Elemento 5393: 7.08106
Elemento 5394: 7.0813
Elemento 5395: 7.0813
Elemento 5396: 7.08147
Elemento 5397: 7.08157
Elemento 5398: 7.08213
Elemento 5399: 7.08304
Elemento 5400: 7.08309
Elemento 5401: 7.08312
Elemento 5402: 7.08316
Elemento 5403: 7.0833
Elemento 5404: 7.08331
Elemento 5405: 7.08352
Elemento 5406: 7.08366
Elemento 5407: 7.08392
Elemento 5408: 7.08397
Elemento 5409: 7.08454
Elemento 5410: 7.08481
Elemento 5411: 7.08495
Elemento 5412: 7.08506
Elemento 5413: 7.08508
Elemento 5414: 7.0851
Elemento 5415: 7.08517
Elemento 5416: 7.08554
Elemento 5417: 7.0856
Elemento 5418: 7.08585
